id,day,countryname,deaths,cumulativedeaths,confirmed,cumulativeconfirmed
1,2/25/20,Afghanistan,0,0,1,1
2,2/26/20,Afghanistan,0,0,0,1
3,2/27/20,Afghanistan,0,0,0,1
4,2/28/20,Afghanistan,0,0,0,1
5,2/29/20,Afghanistan,0,0,0,1
6,3/1/20,Afghanistan,0,0,0,1
7,3/2/20,Afghanistan,0,0,0,1
8,3/3/20,Afghanistan,0,0,0,1
9,3/4/20,Afghanistan,0,0,0,1
10,3/5/20,Afghanistan,0,0,0,1
11,3/6/20,Afghanistan,0,0,0,1
12,3/7/20,Afghanistan,0,0,0,1
13,3/8/20,Afghanistan,0,0,3,4
14,3/9/20,Afghanistan,0,0,0,4
15,3/10/20,Afghanistan,0,0,0,4
16,3/11/20,Afghanistan,0,0,0,4
17,3/12/20,Afghanistan,0,0,3,7
18,3/13/20,Afghanistan,0,0,0,7
19,3/14/20,Afghanistan,0,0,0,7
20,3/15/20,Afghanistan,0,0,3,10
21,3/16/20,Afghanistan,0,0,6,16
22,3/17/20,Afghanistan,0,0,5,21
23,3/18/20,Afghanistan,0,0,1,22
24,3/19/20,Afghanistan,0,0,0,22
25,3/20/20,Afghanistan,0,0,0,22
26,3/21/20,Afghanistan,0,0,2,24
27,3/22/20,Afghanistan,0,0,0,24
28,3/23/20,Afghanistan,1,1,16,40
29,3/24/20,Afghanistan,0,1,2,42
30,3/25/20,Afghanistan,0,1,32,74
31,3/26/20,Afghanistan,1,2,6,80
32,3/27/20,Afghanistan,0,2,0,80
33,3/28/20,Afghanistan,0,2,26,106
34,3/29/20,Afghanistan,2,4,8,114
35,3/30/20,Afghanistan,0,4,0,114
36,3/31/20,Afghanistan,0,4,52,166
37,4/1/20,Afghanistan,0,4,26,192
38,4/2/20,Afghanistan,0,4,43,235
39,4/3/20,Afghanistan,1,5,34,269
40,4/4/20,Afghanistan,0,5,1,270
41,4/5/20,Afghanistan,2,7,29,299
42,4/6/20,Afghanistan,0,7,38,337
43,4/7/20,Afghanistan,0,7,0,337
44,3/9/20,Albania,0,0,2,2
45,3/10/20,Albania,0,0,0,2
46,3/11/20,Albania,0,0,8,10
47,3/12/20,Albania,0,0,0,10
48,3/13/20,Albania,0,0,13,23
49,3/14/20,Albania,1,1,10,33
50,3/15/20,Albania,0,1,5,38
51,3/16/20,Albania,0,1,4,42
52,3/17/20,Albania,0,1,9,51
53,3/18/20,Albania,0,1,4,55
54,3/19/20,Albania,1,2,4,59
55,3/20/20,Albania,0,2,11,70
56,3/21/20,Albania,0,2,0,70
57,3/22/20,Albania,0,2,6,76
58,3/23/20,Albania,0,2,13,89
59,3/24/20,Albania,2,4,34,123
60,3/25/20,Albania,1,5,23,146
61,3/26/20,Albania,0,5,28,174
62,3/27/20,Albania,3,8,12,186
63,3/28/20,Albania,1,9,11,197
64,3/29/20,Albania,1,10,15,212
65,3/30/20,Albania,0,10,11,223
66,3/31/20,Albania,1,11,0,223
67,4/1/20,Albania,2,13,20,243
68,4/2/20,Albania,2,15,34,277
69,4/3/20,Albania,1,16,0,277
70,4/4/20,Albania,1,17,56,333
71,4/5/20,Albania,1,18,0,333
72,4/6/20,Albania,3,21,44,377
73,4/7/20,Albania,0,21,0,377
74,2/26/20,Algeria,0,0,1,1
75,2/27/20,Algeria,0,0,0,1
76,2/28/20,Algeria,0,0,0,1
77,2/29/20,Algeria,0,0,0,1
78,3/1/20,Algeria,0,0,0,1
79,3/2/20,Algeria,0,0,0,1
80,3/3/20,Algeria,0,0,4,5
81,3/4/20,Algeria,0,0,0,5
82,3/5/20,Algeria,0,0,7,12
83,3/6/20,Algeria,0,0,0,12
84,3/7/20,Algeria,0,0,5,17
85,3/8/20,Algeria,0,0,0,17
86,3/9/20,Algeria,0,0,3,20
87,3/10/20,Algeria,0,0,0,20
88,3/11/20,Algeria,0,0,0,20
89,3/12/20,Algeria,1,1,5,25
90,3/13/20,Algeria,0,1,0,25
91,3/14/20,Algeria,1,2,1,26
92,3/15/20,Algeria,1,3,11,37
93,3/16/20,Algeria,0,3,12,49
94,3/17/20,Algeria,1,4,11,60
95,3/18/20,Algeria,0,4,0,60
96,3/19/20,Algeria,2,6,12,72
97,3/20/20,Algeria,1,7,10,82
98,3/21/20,Algeria,3,10,12,94
99,3/22/20,Algeria,5,15,0,94
100,3/23/20,Algeria,2,17,107,201
101,3/24/20,Algeria,0,17,30,231
102,3/25/20,Algeria,0,17,33,264
103,3/26/20,Algeria,0,17,0,264
104,3/27/20,Algeria,4,21,41,305
105,3/28/20,Algeria,4,25,62,367
106,3/29/20,Algeria,1,26,42,409
107,3/30/20,Algeria,3,29,45,454
108,3/31/20,Algeria,2,31,57,511
109,4/1/20,Algeria,4,35,73,584
110,4/2/20,Algeria,23,58,263,847
111,4/3/20,Algeria,25,83,139,986
112,4/4/20,Algeria,0,83,0,986
113,4/5/20,Algeria,47,130,265,1251
114,4/6/20,Algeria,0,130,0,1251
115,4/7/20,Algeria,0,130,0,1251
116,3/3/20,Andorra,0,0,1,1
117,3/4/20,Andorra,0,0,0,1
118,3/5/20,Andorra,0,0,0,1
119,3/6/20,Andorra,0,0,0,1
120,3/7/20,Andorra,0,0,0,1
121,3/8/20,Andorra,0,0,0,1
122,3/9/20,Andorra,0,0,0,1
123,3/10/20,Andorra,0,0,0,1
124,3/11/20,Andorra,0,0,0,1
125,3/12/20,Andorra,0,0,0,1
126,3/13/20,Andorra,0,0,0,1
127,3/14/20,Andorra,0,0,1,2
128,3/15/20,Andorra,0,0,0,2
129,3/16/20,Andorra,0,0,0,2
130,3/17/20,Andorra,0,0,12,14
131,3/18/20,Andorra,0,0,2,16
132,3/19/20,Andorra,0,0,23,39
133,3/20/20,Andorra,0,0,36,75
134,3/21/20,Andorra,0,0,0,75
135,3/22/20,Andorra,0,0,13,88
136,3/23/20,Andorra,0,0,25,113
137,3/24/20,Andorra,1,1,51,164
138,3/25/20,Andorra,0,1,24,188
139,3/26/20,Andorra,2,3,25,213
140,3/27/20,Andorra,0,3,18,231
141,3/28/20,Andorra,0,3,58,289
142,3/29/20,Andorra,1,4,32,321
143,3/30/20,Andorra,2,6,20,341
144,3/31/20,Andorra,2,8,29,370
145,4/1/20,Andorra,4,12,6,376
146,4/2/20,Andorra,1,13,20,396
147,4/3/20,Andorra,2,15,33,429
148,4/4/20,Andorra,1,16,13,442
149,4/5/20,Andorra,1,17,24,466
150,4/6/20,Andorra,0,17,57,523
151,4/7/20,Andorra,0,17,0,523
152,3/22/20,Angola,0,0,2,2
153,3/23/20,Angola,0,0,0,2
154,3/24/20,Angola,0,0,0,2
155,3/25/20,Angola,0,0,0,2
156,3/26/20,Angola,0,0,0,2
157,3/27/20,Angola,0,0,0,2
158,3/28/20,Angola,0,0,0,2
159,3/29/20,Angola,0,0,0,2
160,3/30/20,Angola,0,0,0,2
161,3/31/20,Angola,0,0,0,2
162,4/1/20,Angola,2,2,5,7
163,4/2/20,Angola,0,2,1,8
164,4/3/20,Angola,0,2,0,8
165,4/4/20,Angola,0,2,2,10
166,4/5/20,Angola,0,2,0,10
167,4/6/20,Angola,0,2,4,14
168,4/7/20,Angola,0,2,0,14
169,3/27/20,Anguilla,0,0,2,2
170,3/28/20,Anguilla,0,0,0,2
171,3/29/20,Anguilla,0,0,0,2
172,3/30/20,Anguilla,0,0,0,2
173,3/31/20,Anguilla,0,0,0,2
174,4/1/20,Anguilla,0,0,0,2
175,4/2/20,Anguilla,0,0,0,2
176,4/3/20,Anguilla,0,0,0,2
177,4/4/20,Anguilla,0,0,1,3
178,4/5/20,Anguilla,0,0,0,3
179,4/6/20,Anguilla,0,0,0,3
180,4/7/20,Anguilla,0,0,0,3
181,3/14/20,Antigua and Barbuda,0,0,1,1
182,3/15/20,Antigua and Barbuda,0,0,0,1
183,3/16/20,Antigua and Barbuda,0,0,0,1
184,3/17/20,Antigua and Barbuda,0,0,0,1
185,3/18/20,Antigua and Barbuda,0,0,0,1
186,3/19/20,Antigua and Barbuda,0,0,0,1
187,3/20/20,Antigua and Barbuda,0,0,0,1
188,3/21/20,Antigua and Barbuda,0,0,0,1
189,3/22/20,Antigua and Barbuda,0,0,0,1
190,3/23/20,Antigua and Barbuda,0,0,0,1
191,3/24/20,Antigua and Barbuda,0,0,0,1
192,3/25/20,Antigua and Barbuda,0,0,2,3
193,3/26/20,Antigua and Barbuda,0,0,0,3
194,3/27/20,Antigua and Barbuda,0,0,0,3
195,3/28/20,Antigua and Barbuda,0,0,4,7
196,3/29/20,Antigua and Barbuda,0,0,0,7
197,3/30/20,Antigua and Barbuda,0,0,0,7
198,3/31/20,Antigua and Barbuda,0,0,0,7
199,4/1/20,Antigua and Barbuda,0,0,0,7
200,4/2/20,Antigua and Barbuda,0,0,0,7
201,4/3/20,Antigua and Barbuda,0,0,0,7
202,4/4/20,Antigua and Barbuda,0,0,0,7
203,4/5/20,Antigua and Barbuda,0,0,0,7
204,4/6/20,Antigua and Barbuda,0,0,0,7
205,4/7/20,Antigua and Barbuda,0,0,0,7
206,3/4/20,Argentina,0,0,1,1
207,3/5/20,Argentina,0,0,0,1
208,3/6/20,Argentina,0,0,0,1
209,3/7/20,Argentina,0,0,1,2
210,3/8/20,Argentina,1,1,7,9
211,3/9/20,Argentina,0,1,3,12
212,3/10/20,Argentina,0,1,0,12
213,3/11/20,Argentina,0,1,5,17
214,3/12/20,Argentina,0,1,2,19
215,3/13/20,Argentina,0,1,12,31
216,3/14/20,Argentina,1,2,3,34
217,3/15/20,Argentina,0,2,11,45
218,3/16/20,Argentina,0,2,11,56
219,3/17/20,Argentina,0,2,9,65
220,3/18/20,Argentina,0,2,14,79
221,3/19/20,Argentina,0,2,18,97
222,3/20/20,Argentina,0,2,0,97
223,3/21/20,Argentina,1,3,31,128
224,3/22/20,Argentina,0,3,30,158
225,3/23/20,Argentina,1,4,67,225
226,3/24/20,Argentina,0,4,41,266
227,3/25/20,Argentina,0,4,35,301
228,3/26/20,Argentina,2,6,86,387
229,3/27/20,Argentina,2,8,115,502
230,3/28/20,Argentina,4,12,87,589
231,3/29/20,Argentina,5,17,101,690
232,3/30/20,Argentina,2,19,55,745
233,3/31/20,Argentina,1,20,75,820
234,4/1/20,Argentina,4,24,146,966
235,4/2/20,Argentina,3,27,88,1054
236,4/3/20,Argentina,4,31,79,1133
237,4/4/20,Argentina,6,37,132,1265
238,4/5/20,Argentina,5,42,88,1353
239,4/6/20,Argentina,2,44,98,1451
240,4/7/20,Argentina,0,44,0,1451
241,3/2/20,Armenia,0,0,1,1
242,3/3/20,Armenia,0,0,0,1
243,3/4/20,Armenia,0,0,0,1
244,3/5/20,Armenia,0,0,0,1
245,3/6/20,Armenia,0,0,0,1
246,3/7/20,Armenia,0,0,0,1
247,3/8/20,Armenia,0,0,0,1
248,3/9/20,Armenia,0,0,0,1
249,3/10/20,Armenia,0,0,0,1
250,3/11/20,Armenia,0,0,0,1
251,3/12/20,Armenia,0,0,0,1
252,3/13/20,Armenia,0,0,0,1
253,3/14/20,Armenia,0,0,7,8
254,3/15/20,Armenia,0,0,0,8
255,3/16/20,Armenia,0,0,18,26
256,3/17/20,Armenia,0,0,26,52
257,3/18/20,Armenia,0,0,0,52
258,3/19/20,Armenia,0,0,32,84
259,3/20/20,Armenia,0,0,38,122
260,3/21/20,Armenia,0,0,14,136
261,3/22/20,Armenia,0,0,24,160
262,3/23/20,Armenia,0,0,30,190
263,3/24/20,Armenia,0,0,45,235
264,3/25/20,Armenia,0,0,30,265
265,3/26/20,Armenia,0,0,25,290
266,3/27/20,Armenia,1,1,39,329
267,3/28/20,Armenia,0,1,43,372
268,3/29/20,Armenia,2,3,52,424
269,3/30/20,Armenia,0,3,58,482
270,3/31/20,Armenia,0,3,0,482
271,4/1/20,Armenia,0,3,50,532
272,4/2/20,Armenia,0,3,39,571
273,4/3/20,Armenia,1,4,69,640
274,4/4/20,Armenia,3,7,96,736
275,4/5/20,Armenia,0,7,10,746
276,4/6/20,Armenia,0,7,0,746
277,4/7/20,Armenia,0,7,0,746
278,3/17/20,Aruba,0,0,2,2
279,3/18/20,Aruba,0,0,2,4
280,3/19/20,Aruba,0,0,0,4
281,3/20/20,Aruba,0,0,1,5
282,3/21/20,Aruba,0,0,0,5
283,3/22/20,Aruba,0,0,0,5
284,3/23/20,Aruba,0,0,3,8
285,3/24/20,Aruba,0,0,1,9
286,3/25/20,Aruba,0,0,3,12
287,3/26/20,Aruba,0,0,7,19
288,3/27/20,Aruba,0,0,0,19
289,3/28/20,Aruba,0,0,9,28
290,3/29/20,Aruba,0,0,18,46
291,3/30/20,Aruba,0,0,0,46
292,3/31/20,Aruba,0,0,4,50
293,4/1/20,Aruba,0,0,5,55
294,4/2/20,Aruba,0,0,0,55
295,4/3/20,Aruba,0,0,5,60
296,4/4/20,Aruba,0,0,2,62
297,4/5/20,Aruba,0,0,2,64
298,4/6/20,Aruba,0,0,0,64
299,4/7/20,Aruba,0,0,0,64
300,1/26/20,Australia,0,0,3,3
301,1/27/20,Australia,0,0,1,4
302,1/28/20,Australia,0,0,1,5
303,1/29/20,Australia,0,0,0,5
304,1/30/20,Australia,0,0,2,7
305,1/31/20,Australia,0,0,2,9
306,2/1/20,Australia,0,0,0,9
307,2/2/20,Australia,0,0,3,12
308,2/3/20,Australia,0,0,0,12
309,2/4/20,Australia,0,0,0,12
310,2/5/20,Australia,0,0,1,13
311,2/6/20,Australia,0,0,1,14
312,2/7/20,Australia,0,0,1,15
313,2/8/20,Australia,0,0,0,15
314,2/9/20,Australia,0,0,0,15
315,2/10/20,Australia,0,0,0,15
316,2/11/20,Australia,0,0,0,15
317,2/12/20,Australia,0,0,0,15
318,2/13/20,Australia,0,0,0,15
319,2/14/20,Australia,0,0,0,15
320,2/15/20,Australia,0,0,0,15
321,2/16/20,Australia,0,0,0,15
322,2/17/20,Australia,0,0,0,15
323,2/18/20,Australia,0,0,0,15
324,2/19/20,Australia,0,0,0,15
325,2/20/20,Australia,0,0,0,15
326,2/21/20,Australia,0,0,2,17
327,2/22/20,Australia,0,0,4,21
328,2/23/20,Australia,0,0,1,22
329,2/24/20,Australia,0,0,0,22
330,2/25/20,Australia,0,0,0,22
331,2/26/20,Australia,0,0,1,23
332,2/27/20,Australia,0,0,0,23
333,2/28/20,Australia,0,0,0,23
334,2/29/20,Australia,0,0,1,24
335,3/1/20,Australia,0,0,1,25
336,3/2/20,Australia,1,1,2,27
337,3/3/20,Australia,0,1,6,33
338,3/4/20,Australia,0,1,10,43
339,3/5/20,Australia,1,2,14,57
340,3/6/20,Australia,0,2,0,57
341,3/7/20,Australia,0,2,5,62
342,3/8/20,Australia,1,3,12,74
343,3/9/20,Australia,0,3,3,77
344,3/10/20,Australia,0,3,15,92
345,3/11/20,Australia,0,3,20,112
346,3/12/20,Australia,0,3,10,122
347,3/13/20,Australia,0,3,18,140
348,3/14/20,Australia,0,3,57,197
349,3/15/20,Australia,2,5,101,298
350,3/16/20,Australia,0,5,0,298
351,3/17/20,Australia,0,5,77,375
352,3/18/20,Australia,1,6,135,510
353,3/19/20,Australia,0,6,55,565
354,3/20/20,Australia,0,6,144,709
355,3/21/20,Australia,1,7,164,873
356,3/22/20,Australia,0,7,208,1081
357,3/23/20,Australia,0,7,315,1396
358,3/24/20,Australia,0,7,313,1709
359,3/25/20,Australia,1,8,543,2252
360,3/26/20,Australia,3,11,547,2799
361,3/27/20,Australia,2,13,186,2985
362,3/28/20,Australia,1,14,650,3635
363,3/29/20,Australia,2,16,331,3966
364,3/30/20,Australia,0,16,0,3966
365,3/31/20,Australia,2,18,393,4359
366,4/1/20,Australia,2,20,348,4707
367,4/2/20,Australia,1,21,269,4976
368,4/3/20,Australia,2,23,248,5224
369,4/4/20,Australia,5,28,230,5454
370,4/5/20,Australia,6,34,181,5635
371,4/6/20,Australia,2,36,109,5744
372,4/7/20,Australia,3,39,51,5795
373,2/26/20,Austria,0,0,2,2
374,2/27/20,Austria,0,0,0,2
375,2/28/20,Austria,0,0,2,4
376,2/29/20,Austria,0,0,1,5
377,3/1/20,Austria,0,0,5,10
378,3/2/20,Austria,0,0,0,10
379,3/3/20,Austria,0,0,8,18
380,3/4/20,Austria,0,0,6,24
381,3/5/20,Austria,0,0,13,37
382,3/6/20,Austria,0,0,10,47
383,3/7/20,Austria,0,0,19,66
384,3/8/20,Austria,0,0,36,102
385,3/9/20,Austria,0,0,10,112
386,3/10/20,Austria,0,0,19,131
387,3/11/20,Austria,0,0,51,182
388,3/12/20,Austria,0,0,120,302
389,3/13/20,Austria,1,1,59,361
390,3/14/20,Austria,0,1,143,504
391,3/15/20,Austria,0,1,296,800
392,3/16/20,Austria,0,1,159,959
393,3/17/20,Austria,2,3,173,1132
394,3/18/20,Austria,0,3,339,1471
395,3/19/20,Austria,1,4,175,1646
396,3/20/20,Austria,1,5,197,1843
397,3/21/20,Austria,1,6,806,2649
398,3/22/20,Austria,2,8,375,3024
399,3/23/20,Austria,8,16,607,3631
400,3/24/20,Austria,9,25,855,4486
401,3/25/20,Austria,5,30,796,5282
402,3/26/20,Austria,4,34,606,5888
403,3/27/20,Austria,18,52,1141,7029
404,3/28/20,Austria,16,68,668,7697
405,3/29/20,Austria,0,68,594,8291
406,3/30/20,Austria,18,86,522,8813
407,3/31/20,Austria,22,108,805,9618
408,4/1/20,Austria,20,128,564,10182
409,4/2/20,Austria,18,146,529,10711
410,4/3/20,Austria,12,158,418,11129
411,4/4/20,Austria,10,168,396,11525
412,4/5/20,Austria,18,186,241,11766
413,4/6/20,Austria,18,204,217,11983
414,4/7/20,Austria,0,204,0,11983
415,3/1/20,Azerbaijan,0,0,3,3
416,3/2/20,Azerbaijan,0,0,0,3
417,3/3/20,Azerbaijan,0,0,0,3
418,3/4/20,Azerbaijan,0,0,0,3
419,3/5/20,Azerbaijan,0,0,0,3
420,3/6/20,Azerbaijan,0,0,0,3
421,3/7/20,Azerbaijan,0,0,6,9
422,3/8/20,Azerbaijan,0,0,0,9
423,3/9/20,Azerbaijan,0,0,0,9
424,3/10/20,Azerbaijan,0,0,0,9
425,3/11/20,Azerbaijan,0,0,0,9
426,3/12/20,Azerbaijan,0,0,0,9
427,3/13/20,Azerbaijan,0,0,2,11
428,3/14/20,Azerbaijan,0,0,0,11
429,3/15/20,Azerbaijan,0,0,8,19
430,3/16/20,Azerbaijan,0,0,2,21
431,3/17/20,Azerbaijan,0,0,0,21
432,3/18/20,Azerbaijan,1,1,13,34
433,3/19/20,Azerbaijan,0,1,0,34
434,3/20/20,Azerbaijan,0,1,0,34
435,3/21/20,Azerbaijan,0,1,10,44
436,3/22/20,Azerbaijan,0,1,9,53
437,3/23/20,Azerbaijan,0,1,12,65
438,3/24/20,Azerbaijan,0,1,7,72
439,3/25/20,Azerbaijan,0,1,15,87
440,3/26/20,Azerbaijan,1,2,6,93
441,3/27/20,Azerbaijan,1,3,29,122
442,3/28/20,Azerbaijan,0,3,25,147
443,3/29/20,Azerbaijan,1,4,17,164
444,3/30/20,Azerbaijan,0,4,26,190
445,3/31/20,Azerbaijan,0,4,83,273
446,4/1/20,Azerbaijan,1,5,25,298
447,4/2/20,Azerbaijan,0,5,61,359
448,4/3/20,Azerbaijan,0,5,41,400
449,4/4/20,Azerbaijan,0,5,43,443
450,4/5/20,Azerbaijan,0,5,69,512
451,4/6/20,Azerbaijan,0,5,72,584
452,4/7/20,Azerbaijan,0,5,0,584
453,3/17/20,Bahamas,0,0,1,1
454,3/18/20,Bahamas,0,0,0,1
455,3/19/20,Bahamas,0,0,2,3
456,3/20/20,Bahamas,0,0,0,3
457,3/21/20,Bahamas,0,0,1,4
458,3/22/20,Bahamas,0,0,0,4
459,3/23/20,Bahamas,0,0,0,4
460,3/24/20,Bahamas,0,0,0,4
461,3/25/20,Bahamas,0,0,0,4
462,3/26/20,Bahamas,0,0,1,5
463,3/27/20,Bahamas,0,0,0,5
464,3/28/20,Bahamas,0,0,4,9
465,3/29/20,Bahamas,0,0,1,10
466,3/30/20,Bahamas,0,0,0,10
467,3/31/20,Bahamas,0,0,4,14
468,4/1/20,Bahamas,0,0,0,14
469,4/2/20,Bahamas,0,0,1,15
470,4/3/20,Bahamas,1,1,6,21
471,4/4/20,Bahamas,2,3,3,24
472,4/5/20,Bahamas,0,3,0,24
473,4/6/20,Bahamas,1,4,4,28
474,4/7/20,Bahamas,0,4,0,28
475,2/25/20,Bahrain,0,0,8,8
476,2/26/20,Bahrain,0,0,18,26
477,2/27/20,Bahrain,0,0,7,33
478,2/28/20,Bahrain,0,0,0,33
479,2/29/20,Bahrain,0,0,5,38
480,3/1/20,Bahrain,0,0,2,40
481,3/2/20,Bahrain,0,0,7,47
482,3/3/20,Bahrain,0,0,2,49
483,3/4/20,Bahrain,0,0,0,49
484,3/5/20,Bahrain,0,0,0,49
485,3/6/20,Bahrain,0,0,0,49
486,3/7/20,Bahrain,0,0,0,49
487,3/8/20,Bahrain,0,0,7,56
488,3/9/20,Bahrain,0,0,23,79
489,3/10/20,Bahrain,0,0,30,109
490,3/11/20,Bahrain,0,0,1,110
491,3/12/20,Bahrain,0,0,79,189
492,3/13/20,Bahrain,0,0,6,195
493,3/14/20,Bahrain,0,0,15,210
494,3/15/20,Bahrain,0,0,1,211
495,3/16/20,Bahrain,1,1,10,221
496,3/17/20,Bahrain,0,1,0,221
497,3/18/20,Bahrain,0,1,16,237
498,3/19/20,Bahrain,0,1,19,256
499,3/20/20,Bahrain,0,1,13,269
500,3/21/20,Bahrain,0,1,16,285
501,3/22/20,Bahrain,0,1,21,306
502,3/23/20,Bahrain,1,2,31,337
503,3/24/20,Bahrain,0,2,40,377
504,3/25/20,Bahrain,1,3,15,392
505,3/26/20,Bahrain,1,4,27,419
506,3/27/20,Bahrain,0,4,39,458
507,3/28/20,Bahrain,0,4,15,473
508,3/29/20,Bahrain,0,4,3,476
509,3/30/20,Bahrain,0,4,39,515
510,3/31/20,Bahrain,0,4,0,515
511,4/1/20,Bahrain,0,4,52,567
512,4/2/20,Bahrain,0,4,2,569
513,4/3/20,Bahrain,0,4,74,643
514,4/4/20,Bahrain,0,4,30,673
515,4/5/20,Bahrain,0,4,15,688
516,4/6/20,Bahrain,0,4,12,700
517,4/7/20,Bahrain,0,4,23,723
518,3/9/20,Bangladesh,0,0,3,3
519,3/10/20,Bangladesh,0,0,0,3
520,3/11/20,Bangladesh,0,0,0,3
521,3/12/20,Bangladesh,0,0,0,3
522,3/13/20,Bangladesh,0,0,0,3
523,3/14/20,Bangladesh,0,0,0,3
524,3/15/20,Bangladesh,0,0,0,3
525,3/16/20,Bangladesh,0,0,2,5
526,3/17/20,Bangladesh,0,0,3,8
527,3/18/20,Bangladesh,0,0,2,10
528,3/19/20,Bangladesh,1,1,7,17
529,3/20/20,Bangladesh,0,1,0,17
530,3/21/20,Bangladesh,0,1,0,17
531,3/22/20,Bangladesh,1,2,7,24
532,3/23/20,Bangladesh,0,2,3,27
533,3/24/20,Bangladesh,1,3,6,33
534,3/25/20,Bangladesh,1,4,6,39
535,3/26/20,Bangladesh,0,4,0,39
536,3/27/20,Bangladesh,1,5,9,48
537,3/28/20,Bangladesh,0,5,0,48
538,3/29/20,Bangladesh,0,5,0,48
539,3/30/20,Bangladesh,0,5,1,49
540,3/31/20,Bangladesh,0,5,0,49
541,4/1/20,Bangladesh,1,6,5,54
542,4/2/20,Bangladesh,0,6,0,54
543,4/3/20,Bangladesh,0,6,2,56
544,4/4/20,Bangladesh,0,6,5,61
545,4/5/20,Bangladesh,2,8,9,70
546,4/6/20,Bangladesh,0,8,18,88
547,4/7/20,Bangladesh,4,12,35,123
548,3/18/20,Barbados,0,0,2,2
549,3/19/20,Barbados,0,0,0,2
550,3/20/20,Barbados,0,0,0,2
551,3/21/20,Barbados,0,0,3,5
552,3/22/20,Barbados,0,0,0,5
553,3/23/20,Barbados,0,0,0,5
554,3/24/20,Barbados,0,0,12,17
555,3/25/20,Barbados,0,0,1,18
556,3/26/20,Barbados,0,0,0,18
557,3/27/20,Barbados,0,0,0,18
558,3/28/20,Barbados,0,0,6,24
559,3/29/20,Barbados,0,0,0,24
560,3/30/20,Barbados,0,0,2,26
561,3/31/20,Barbados,0,0,7,33
562,4/1/20,Barbados,0,0,0,33
563,4/2/20,Barbados,0,0,0,33
564,4/3/20,Barbados,0,0,12,45
565,4/4/20,Barbados,0,0,0,45
566,4/5/20,Barbados,0,0,6,51
567,4/6/20,Barbados,0,0,0,51
568,4/7/20,Barbados,0,0,0,51
569,2/28/20,Belarus,0,0,1,1
570,2/29/20,Belarus,0,0,0,1
571,3/1/20,Belarus,0,0,0,1
572,3/2/20,Belarus,0,0,0,1
573,3/3/20,Belarus,0,0,0,1
574,3/4/20,Belarus,0,0,0,1
575,3/5/20,Belarus,0,0,5,6
576,3/6/20,Belarus,0,0,0,6
577,3/7/20,Belarus,0,0,0,6
578,3/8/20,Belarus,0,0,0,6
579,3/9/20,Belarus,0,0,0,6
580,3/10/20,Belarus,0,0,0,6
581,3/11/20,Belarus,0,0,3,9
582,3/12/20,Belarus,0,0,3,12
583,3/13/20,Belarus,0,0,0,12
584,3/14/20,Belarus,0,0,9,21
585,3/15/20,Belarus,0,0,0,21
586,3/16/20,Belarus,0,0,15,36
587,3/17/20,Belarus,0,0,0,36
588,3/18/20,Belarus,0,0,10,46
589,3/19/20,Belarus,0,0,0,46
590,3/20/20,Belarus,0,0,0,46
591,3/21/20,Belarus,0,0,11,57
592,3/22/20,Belarus,0,0,19,76
593,3/23/20,Belarus,0,0,0,76
594,3/24/20,Belarus,0,0,5,81
595,3/25/20,Belarus,0,0,0,81
596,3/26/20,Belarus,0,0,5,86
597,3/27/20,Belarus,0,0,0,86
598,3/28/20,Belarus,0,0,8,94
599,3/29/20,Belarus,0,0,0,94
600,3/30/20,Belarus,0,0,58,152
601,3/31/20,Belarus,0,0,0,152
602,4/1/20,Belarus,0,0,0,152
603,4/2/20,Belarus,2,2,40,192
604,4/3/20,Belarus,2,4,62,254
605,4/4/20,Belarus,0,4,0,254
606,4/5/20,Belarus,0,4,186,440
607,4/6/20,Belarus,4,8,122,562
608,4/7/20,Belarus,0,8,0,562
609,2/5/20,Belgium,0,0,1,1
610,2/6/20,Belgium,0,0,0,1
611,2/7/20,Belgium,0,0,0,1
612,2/8/20,Belgium,0,0,0,1
613,2/9/20,Belgium,0,0,0,1
614,2/10/20,Belgium,0,0,0,1
615,2/11/20,Belgium,0,0,0,1
616,2/12/20,Belgium,0,0,0,1
617,2/13/20,Belgium,0,0,0,1
618,2/14/20,Belgium,0,0,0,1
619,2/15/20,Belgium,0,0,0,1
620,2/16/20,Belgium,0,0,0,1
621,2/17/20,Belgium,0,0,0,1
622,2/18/20,Belgium,0,0,0,1
623,2/19/20,Belgium,0,0,0,1
624,2/20/20,Belgium,0,0,0,1
625,2/21/20,Belgium,0,0,0,1
626,2/22/20,Belgium,0,0,0,1
627,2/23/20,Belgium,0,0,0,1
628,2/24/20,Belgium,0,0,0,1
629,2/25/20,Belgium,0,0,0,1
630,2/26/20,Belgium,0,0,0,1
631,2/27/20,Belgium,0,0,0,1
632,2/28/20,Belgium,0,0,0,1
633,2/29/20,Belgium,0,0,0,1
634,3/1/20,Belgium,0,0,0,1
635,3/2/20,Belgium,0,0,0,1
636,3/3/20,Belgium,0,0,7,8
637,3/4/20,Belgium,0,0,0,8
638,3/5/20,Belgium,0,0,15,23
639,3/6/20,Belgium,0,0,27,50
640,3/7/20,Belgium,0,0,59,109
641,3/8/20,Belgium,0,0,60,169
642,3/9/20,Belgium,0,0,31,200
643,3/10/20,Belgium,0,0,39,239
644,3/11/20,Belgium,0,0,28,267
645,3/12/20,Belgium,0,0,47,314
646,3/13/20,Belgium,0,0,0,314
647,3/14/20,Belgium,0,0,285,599
