id,day,countryname,deaths,cumulativedeaths,confirmed,cumulativeconfirmed
1644,3/19/20,Democratic Republic of the Congo,0,0,0,7
1645,3/20/20,Democratic Republic of the Congo,0,0,7,14
1646,3/21/20,Democratic Republic of the Congo,0,0,0,14
1647,3/22/20,Democratic Republic of the Congo,1,1,9,23
1648,3/23/20,Democratic Republic of the Congo,1,2,7,30
1649,3/24/20,Democratic Republic of the Congo,0,2,6,36
1650,3/25/20,Democratic Republic of the Congo,0,2,9,45
1651,3/26/20,Democratic Republic of the Congo,1,3,6,51
1652,3/27/20,Democratic Republic of the Congo,1,4,3,54
1653,3/28/20,Democratic Republic of the Congo,0,4,4,58
1654,3/29/20,Democratic Republic of the Congo,2,6,10,68
1655,3/30/20,Democratic Republic of the Congo,2,8,13,81
1656,3/31/20,Democratic Republic of the Congo,0,8,17,98
1657,4/1/20,Democratic Republic of the Congo,0,8,11,109
1658,4/2/20,Democratic Republic of the Congo,3,11,14,123
1659,4/3/20,Democratic Republic of the Congo,2,13,11,134
1660,4/4/20,Democratic Republic of the Congo,0,13,0,134
1661,4/5/20,Democratic Republic of the Congo,3,16,14,148
1662,4/6/20,Democratic Republic of the Congo,2,18,13,161
1663,4/7/20,Democratic Republic of the Congo,0,18,0,161
1664,2/27/20,Denmark,0,0,1,1
1665,2/28/20,Denmark,0,0,0,1
1666,2/29/20,Denmark,0,0,1,2
1667,3/1/20,Denmark,0,0,1,3
1668,3/2/20,Denmark,0,0,1,4
1669,3/3/20,Denmark,0,0,1,5
1670,3/4/20,Denmark,0,0,3,8
1671,3/5/20,Denmark,0,0,2,10
1672,3/6/20,Denmark,0,0,8,18
1673,3/7/20,Denmark,0,0,5,23
1674,3/8/20,Denmark,0,0,8,31
1675,3/9/20,Denmark,0,0,5,36
1676,3/10/20,Denmark,0,0,54,90
1677,3/11/20,Denmark,0,0,172,262
1678,3/12/20,Denmark,0,0,276,538
1679,3/13/20,Denmark,0,0,136,674
1680,3/14/20,Denmark,0,0,127,801
1681,3/15/20,Denmark,0,0,26,827
1682,3/16/20,Denmark,1,1,71,898
1683,3/17/20,Denmark,3,4,62,960
1684,3/18/20,Denmark,0,4,84,1044
1685,3/19/20,Denmark,0,4,0,1044
1686,3/20/20,Denmark,2,6,88,1132
1687,3/21/20,Denmark,3,9,123,1255
1688,3/22/20,Denmark,4,13,71,1326
1689,3/23/20,Denmark,0,13,69,1395
1690,3/24/20,Denmark,11,24,65,1460
1691,3/25/20,Denmark,8,32,131,1591
1692,3/26/20,Denmark,2,34,133,1724
1693,3/27/20,Denmark,7,41,153,1877
1694,3/28/20,Denmark,11,52,169,2046
1695,3/29/20,Denmark,13,65,155,2201
1696,3/30/20,Denmark,7,72,194,2395
1697,3/31/20,Denmark,5,77,182,2577
1698,4/1/20,Denmark,13,90,283,2860
1699,4/2/20,Denmark,14,104,247,3107
1700,4/3/20,Denmark,19,123,279,3386
1701,4/4/20,Denmark,16,139,371,3757
1702,4/5/20,Denmark,22,161,320,4077
1703,4/6/20,Denmark,18,179,292,4369
1704,4/7/20,Denmark,0,179,0,4369
1705,3/18/20,Djibouti,0,0,1,1
1706,3/19/20,Djibouti,0,0,0,1
1707,3/20/20,Djibouti,0,0,0,1
1708,3/21/20,Djibouti,0,0,0,1
1709,3/22/20,Djibouti,0,0,0,1
1710,3/23/20,Djibouti,0,0,0,1
1711,3/24/20,Djibouti,0,0,2,3
1712,3/25/20,Djibouti,0,0,0,3
1713,3/26/20,Djibouti,0,0,9,12
1714,3/27/20,Djibouti,0,0,0,12
1715,3/28/20,Djibouti,0,0,1,13
1716,3/29/20,Djibouti,0,0,2,15
1717,3/30/20,Djibouti,0,0,4,19
1718,3/31/20,Djibouti,0,0,7,26
1719,4/1/20,Djibouti,0,0,5,31
1720,4/2/20,Djibouti,0,0,3,34
1721,4/3/20,Djibouti,0,0,7,41
1722,4/4/20,Djibouti,0,0,9,50
1723,4/5/20,Djibouti,0,0,1,51
1724,4/6/20,Djibouti,0,0,8,59
1725,4/7/20,Djibouti,0,0,31,90
1726,3/24/20,Dominica,0,0,1,1
1727,3/25/20,Dominica,0,0,1,2
1728,3/26/20,Dominica,0,0,5,7
1729,3/27/20,Dominica,0,0,4,11
1730,3/28/20,Dominica,0,0,0,11
1731,3/29/20,Dominica,0,0,0,11
1732,3/30/20,Dominica,0,0,0,11
1733,3/31/20,Dominica,0,0,0,11
1734,4/1/20,Dominica,0,0,0,11
1735,4/2/20,Dominica,0,0,0,11
1736,4/3/20,Dominica,0,0,0,11
1737,4/4/20,Dominica,0,0,0,11
1738,4/5/20,Dominica,0,0,0,11
1739,4/6/20,Dominica,0,0,0,11
1740,4/7/20,Dominica,0,0,0,11
1741,3/2/20,Dominican Republic,0,0,1,1
1742,3/3/20,Dominican Republic,0,0,0,1
1743,3/4/20,Dominican Republic,0,0,0,1
1744,3/5/20,Dominican Republic,0,0,0,1
1745,3/6/20,Dominican Republic,0,0,0,1
1746,3/7/20,Dominican Republic,0,0,0,1
1747,3/8/20,Dominican Republic,0,0,0,1
1748,3/9/20,Dominican Republic,0,0,0,1
1749,3/10/20,Dominican Republic,0,0,4,5
1750,3/11/20,Dominican Republic,0,0,0,5
1751,3/12/20,Dominican Republic,0,0,0,5
1752,3/13/20,Dominican Republic,0,0,0,5
1753,3/14/20,Dominican Republic,0,0,0,5
1754,3/15/20,Dominican Republic,0,0,0,5
1755,3/16/20,Dominican Republic,0,0,0,5
1756,3/17/20,Dominican Republic,1,1,16,21
1757,3/18/20,Dominican Republic,0,1,0,21
1758,3/19/20,Dominican Republic,0,1,0,21
1759,3/20/20,Dominican Republic,1,2,13,34
1760,3/21/20,Dominican Republic,0,2,38,72
1761,3/22/20,Dominican Republic,0,2,0,72
1762,3/23/20,Dominican Republic,0,2,0,72
1763,3/24/20,Dominican Republic,1,3,173,245
1764,3/25/20,Dominican Republic,3,6,67,312
1765,3/26/20,Dominican Republic,4,10,80,392
1766,3/27/20,Dominican Republic,0,10,96,488
1767,3/28/20,Dominican Republic,10,20,93,581
1768,3/29/20,Dominican Republic,0,20,0,581
1769,3/30/20,Dominican Republic,0,20,0,581
1770,3/31/20,Dominican Republic,22,42,320,901
1771,4/1/20,Dominican Republic,9,51,208,1109
1772,4/2/20,Dominican Republic,6,57,175,1284
1773,4/3/20,Dominican Republic,3,60,96,1380
1774,4/4/20,Dominican Republic,8,68,108,1488
1775,4/5/20,Dominican Republic,0,68,0,1488
1776,4/6/20,Dominican Republic,0,68,0,1488
1777,4/7/20,Dominican Republic,0,68,0,1488
1778,3/1/20,Ecuador,0,0,1,1
1779,3/2/20,Ecuador,0,0,0,1
1780,3/3/20,Ecuador,0,0,5,6
1781,3/4/20,Ecuador,0,0,1,7
1782,3/5/20,Ecuador,0,0,0,7
1783,3/6/20,Ecuador,0,0,6,13
1784,3/7/20,Ecuador,0,0,1,14
1785,3/8/20,Ecuador,0,0,0,14
1786,3/9/20,Ecuador,0,0,1,15
1787,3/10/20,Ecuador,0,0,0,15
1788,3/11/20,Ecuador,0,0,0,15
1789,3/12/20,Ecuador,0,0,2,17
1790,3/13/20,Ecuador,0,0,0,17
1791,3/14/20,Ecuador,0,0,6,23
1792,3/15/20,Ecuador,0,0,0,23
1793,3/16/20,Ecuador,2,2,14,37
1794,3/17/20,Ecuador,0,2,21,58
1795,3/18/20,Ecuador,0,2,0,58
1796,3/19/20,Ecuador,1,3,97,155
1797,3/20/20,Ecuador,0,3,44,199
1798,3/21/20,Ecuador,2,5,168,367
1799,3/22/20,Ecuador,2,7,139,506
1800,3/23/20,Ecuador,0,7,26,532
1801,3/24/20,Ecuador,8,15,258,790
1802,3/25/20,Ecuador,12,27,259,1049
1803,3/26/20,Ecuador,2,29,162,1211
1804,3/27/20,Ecuador,0,29,0,1211
1805,3/28/20,Ecuador,7,36,384,1595
1806,3/29/20,Ecuador,12,48,228,1823
1807,3/30/20,Ecuador,0,48,12,1835
1808,3/31/20,Ecuador,12,60,127,1962
1809,4/1/20,Ecuador,15,75,278,2240
1810,4/2/20,Ecuador,71,146,132,2372
1811,4/3/20,Ecuador,41,187,791,3163
1812,4/4/20,Ecuador,0,120,0,3163
1813,4/5/20,Ecuador,52,172,302,3465
1814,4/6/20,Ecuador,0,172,0,3465
1815,4/7/20,Ecuador,0,172,0,3465
1816,2/15/20,Egypt,0,0,1,1
1817,2/16/20,Egypt,0,0,0,1
1818,2/17/20,Egypt,0,0,0,1
1819,2/18/20,Egypt,0,0,0,1
1820,2/19/20,Egypt,0,0,0,1
1821,2/20/20,Egypt,0,0,0,1
1822,2/21/20,Egypt,0,0,0,1
1823,2/22/20,Egypt,0,0,0,1
1824,2/23/20,Egypt,0,0,0,1
1825,2/24/20,Egypt,0,0,0,1
1826,2/25/20,Egypt,0,0,0,1
1827,2/26/20,Egypt,0,0,0,1
1828,2/27/20,Egypt,0,0,0,1
1829,2/28/20,Egypt,0,0,0,1
1830,2/29/20,Egypt,0,0,0,1
1831,3/1/20,Egypt,0,0,0,1
1832,3/2/20,Egypt,0,0,1,2
1833,3/3/20,Egypt,0,0,0,2
1834,3/4/20,Egypt,0,0,0,2
1835,3/5/20,Egypt,0,0,0,2
1836,3/6/20,Egypt,0,0,1,3
1837,3/7/20,Egypt,0,0,0,3
1838,3/8/20,Egypt,0,0,45,48
1839,3/9/20,Egypt,1,1,7,55
1840,3/10/20,Egypt,0,1,4,59
1841,3/11/20,Egypt,0,1,0,59
1842,3/12/20,Egypt,0,1,8,67
1843,3/13/20,Egypt,0,1,0,67
1844,3/14/20,Egypt,1,2,26,93
1845,3/15/20,Egypt,0,2,0,93
1846,3/16/20,Egypt,0,2,33,126
1847,3/17/20,Egypt,2,4,40,166
1848,3/18/20,Egypt,2,6,30,196
1849,3/19/20,Egypt,0,6,14,210
1850,3/20/20,Egypt,0,6,0,210
1851,3/21/20,Egypt,1,7,46,256
1852,3/22/20,Egypt,1,8,29,285
1853,3/23/20,Egypt,6,14,42,327
1854,3/24/20,Egypt,5,19,39,366
1855,3/25/20,Egypt,1,20,36,402
1856,3/26/20,Egypt,1,21,54,456
1857,3/27/20,Egypt,3,24,39,495
1858,3/28/20,Egypt,6,30,41,536
1859,3/29/20,Egypt,6,36,40,576
1860,3/30/20,Egypt,4,40,33,609
1861,3/31/20,Egypt,1,41,47,656
1862,4/1/20,Egypt,5,46,54,710
1863,4/2/20,Egypt,6,52,69,779
1864,4/3/20,Egypt,6,58,86,865
1865,4/4/20,Egypt,8,66,120,985
1866,4/5/20,Egypt,5,71,85,1070
1867,4/6/20,Egypt,7,78,103,1173
1868,4/7/20,Egypt,0,78,0,1173
1869,3/20/20,El Salvador,0,0,1,1
1870,3/21/20,El Salvador,0,0,0,1
1871,3/22/20,El Salvador,0,0,0,1
1872,3/23/20,El Salvador,0,0,0,1
1873,3/24/20,El Salvador,0,0,2,3
1874,3/25/20,El Salvador,0,0,2,5
1875,3/26/20,El Salvador,0,0,8,13
1876,3/27/20,El Salvador,0,0,0,13
1877,3/28/20,El Salvador,0,0,0,13
1878,3/29/20,El Salvador,0,0,6,19
1879,3/30/20,El Salvador,0,0,5,24
1880,3/31/20,El Salvador,0,0,6,30
1881,4/1/20,El Salvador,0,0,0,30
1882,4/2/20,El Salvador,1,1,2,32
1883,4/3/20,El Salvador,1,2,9,41
1884,4/4/20,El Salvador,0,2,5,46
1885,4/5/20,El Salvador,1,3,10,56
1886,4/6/20,El Salvador,0,3,6,62
1887,4/7/20,El Salvador,0,3,0,62
1888,3/15/20,Equatorial Guinea,0,0,1,1
1889,3/16/20,Equatorial Guinea,0,0,0,1
1890,3/17/20,Equatorial Guinea,0,0,0,1
1891,3/18/20,Equatorial Guinea,0,0,2,3
1892,3/19/20,Equatorial Guinea,0,0,0,3
1893,3/20/20,Equatorial Guinea,0,0,1,4
1894,3/21/20,Equatorial Guinea,0,0,0,4
1895,3/22/20,Equatorial Guinea,0,0,2,6
1896,3/23/20,Equatorial Guinea,0,0,0,6
1897,3/24/20,Equatorial Guinea,0,0,0,6
1898,3/25/20,Equatorial Guinea,0,0,0,6
1899,3/26/20,Equatorial Guinea,0,0,0,6
1900,3/27/20,Equatorial Guinea,0,0,0,6
1901,3/28/20,Equatorial Guinea,0,0,0,6
1902,3/29/20,Equatorial Guinea,0,0,0,6
1903,3/30/20,Equatorial Guinea,0,0,7,13
1904,3/31/20,Equatorial Guinea,0,0,1,14
1905,4/1/20,Equatorial Guinea,0,0,0,14
1906,4/2/20,Equatorial Guinea,0,0,0,14
1907,4/3/20,Equatorial Guinea,0,0,1,15
1908,4/4/20,Equatorial Guinea,0,0,0,15
1909,4/5/20,Equatorial Guinea,0,0,1,16
1910,4/6/20,Equatorial Guinea,0,0,0,16
1911,4/7/20,Equatorial Guinea,0,0,0,16
1912,3/22/20,Eritrea,0,0,1,1
1913,3/23/20,Eritrea,0,0,0,1
1914,3/24/20,Eritrea,0,0,0,1
1915,3/25/20,Eritrea,0,0,0,1
1916,3/26/20,Eritrea,0,0,3,4
1917,3/27/20,Eritrea,0,0,2,6
1918,3/28/20,Eritrea,0,0,0,6
1919,3/29/20,Eritrea,0,0,0,6
1920,3/30/20,Eritrea,0,0,0,6
1921,3/31/20,Eritrea,0,0,0,6
1922,4/1/20,Eritrea,0,0,0,6
1923,4/2/20,Eritrea,0,0,9,15
1924,4/3/20,Eritrea,0,0,5,20
1925,4/4/20,Eritrea,0,0,0,20
1926,4/5/20,Eritrea,0,0,0,20
1927,4/6/20,Eritrea,0,0,9,29
1928,4/7/20,Eritrea,0,0,0,29
1929,2/27/20,Estonia,0,0,1,1
1930,2/28/20,Estonia,0,0,0,1
1931,2/29/20,Estonia,0,0,0,1
1932,3/1/20,Estonia,0,0,0,1
1933,3/2/20,Estonia,0,0,0,1
1934,3/3/20,Estonia,0,0,0,1
1935,3/4/20,Estonia,0,0,1,2
1936,3/5/20,Estonia,0,0,0,2
1937,3/6/20,Estonia,0,0,1,3
1938,3/7/20,Estonia,0,0,7,10
1939,3/8/20,Estonia,0,0,0,10
1940,3/9/20,Estonia,0,0,0,10
1941,3/10/20,Estonia,0,0,0,10
1942,3/11/20,Estonia,0,0,3,13
1943,3/12/20,Estonia,0,0,0,13
1944,3/13/20,Estonia,0,0,28,41
1945,3/14/20,Estonia,0,0,38,79
1946,3/15/20,Estonia,0,0,0,79
1947,3/16/20,Estonia,0,0,126,205
1948,3/17/20,Estonia,0,0,0,205
1949,3/18/20,Estonia,0,0,53,258
1950,3/19/20,Estonia,0,0,0,258
1951,3/20/20,Estonia,0,0,9,267
1952,3/21/20,Estonia,0,0,16,283
1953,3/22/20,Estonia,0,0,23,306
1954,3/23/20,Estonia,0,0,20,326
1955,3/24/20,Estonia,0,0,26,352
1956,3/25/20,Estonia,0,0,17,369
1957,3/26/20,Estonia,1,1,35,404
1958,3/27/20,Estonia,0,1,134,538
1959,3/28/20,Estonia,0,1,37,575
1960,3/29/20,Estonia,0,1,65,640
1961,3/30/20,Estonia,2,3,39,679
1962,3/31/20,Estonia,0,3,36,715
1963,4/1/20,Estonia,1,4,30,745
1964,4/2/20,Estonia,1,5,34,779
1965,4/3/20,Estonia,6,11,79,858
1966,4/4/20,Estonia,1,12,103,961
1967,4/5/20,Estonia,1,13,57,1018
1968,4/6/20,Estonia,2,15,79,1097
1969,4/7/20,Estonia,0,15,0,1097
1970,3/15/20,Eswatini,0,0,1,1
1971,3/16/20,Eswatini,0,0,0,1
1972,3/17/20,Eswatini,0,0,0,1
1973,3/18/20,Eswatini,0,0,0,1
1974,3/19/20,Eswatini,0,0,0,1
1975,3/20/20,Eswatini,0,0,0,1
1976,3/21/20,Eswatini,0,0,0,1
1977,3/22/20,Eswatini,0,0,0,1
1978,3/23/20,Eswatini,0,0,3,4
1979,3/24/20,Eswatini,0,0,0,4
1980,3/25/20,Eswatini,0,0,0,4
1981,3/26/20,Eswatini,0,0,0,4
1982,3/27/20,Eswatini,0,0,2,6
1983,3/28/20,Eswatini,0,0,3,9
1984,3/29/20,Eswatini,0,0,0,9
1985,3/30/20,Eswatini,0,0,0,9
1986,3/31/20,Eswatini,0,0,0,9
1987,4/1/20,Eswatini,0,0,0,9
1988,4/2/20,Eswatini,0,0,0,9
1989,4/3/20,Eswatini,0,0,0,9
1990,4/4/20,Eswatini,0,0,0,9
1991,4/5/20,Eswatini,0,0,0,9
1992,4/6/20,Eswatini,0,0,0,9
1993,4/7/20,Eswatini,0,0,0,9
1994,3/14/20,Ethiopia,0,0,1,1
1995,3/15/20,Ethiopia,0,0,0,1
1996,3/16/20,Ethiopia,0,0,0,1
1997,3/17/20,Ethiopia,0,0,4,5
1998,3/18/20,Ethiopia,0,0,1,6
1999,3/19/20,Ethiopia,0,0,0,6
2000,3/20/20,Ethiopia,0,0,3,9
2001,3/21/20,Ethiopia,0,0,0,9
2002,3/22/20,Ethiopia,0,0,0,9
2003,3/23/20,Ethiopia,0,0,2,11
2004,3/24/20,Ethiopia,0,0,0,11
2005,3/25/20,Ethiopia,0,0,1,12
2006,3/26/20,Ethiopia,0,0,0,12
2007,3/27/20,Ethiopia,0,0,0,12
2008,3/28/20,Ethiopia,0,0,4,16
2009,3/29/20,Ethiopia,0,0,0,16
2010,3/30/20,Ethiopia,0,0,5,21
2011,3/31/20,Ethiopia,0,0,2,23
2012,4/1/20,Ethiopia,0,0,3,26
2013,4/2/20,Ethiopia,0,0,0,26
2014,4/3/20,Ethiopia,0,0,5,31
2015,4/4/20,Ethiopia,0,0,4,35
2016,4/5/20,Ethiopia,0,0,3,38
2017,4/6/20,Ethiopia,1,1,5,43
2018,4/7/20,Ethiopia,0,1,0,43
2019,4/5/20,Falkland Islands (Malvinas),0,0,1,1
2020,4/6/20,Falkland Islands (Malvinas),0,0,1,2
2021,4/7/20,Falkland Islands (Malvinas),0,0,0,2
2022,3/6/20,Faroe Islands,0,0,1,1
2023,3/7/20,Faroe Islands,0,0,0,1
2024,3/8/20,Faroe Islands,0,0,0,1
2025,3/9/20,Faroe Islands,0,0,1,2
2026,3/10/20,Faroe Islands,0,0,0,2
2027,3/11/20,Faroe Islands,0,0,0,2
2028,3/12/20,Faroe Islands,0,0,0,2
2029,3/13/20,Faroe Islands,0,0,0,2
2030,3/14/20,Faroe Islands,0,0,1,3
2031,3/15/20,Faroe Islands,0,0,6,9
2032,3/16/20,Faroe Islands,0,0,2,11
2033,3/17/20,Faroe Islands,0,0,36,47
2034,3/18/20,Faroe Islands,0,0,0,47
2035,3/19/20,Faroe Islands,0,0,11,58
2036,3/20/20,Faroe Islands,0,0,14,72
2037,3/21/20,Faroe Islands,0,0,8,80
2038,3/22/20,Faroe Islands,0,0,12,92
2039,3/23/20,Faroe Islands,0,0,23,115
2040,3/24/20,Faroe Islands,0,0,3,118
2041,3/25/20,Faroe Islands,0,0,4,122
2042,3/26/20,Faroe Islands,0,0,10,132
2043,3/27/20,Faroe Islands,0,0,8,140
2044,3/28/20,Faroe Islands,0,0,4,144
2045,3/29/20,Faroe Islands,0,0,11,155
2046,3/30/20,Faroe Islands,0,0,4,159
2047,3/31/20,Faroe Islands,0,0,9,168
2048,4/1/20,Faroe Islands,0,0,1,169
2049,4/2/20,Faroe Islands,0,0,4,173
2050,4/3/20,Faroe Islands,0,0,4,177
2051,4/4/20,Faroe Islands,0,0,2,179
2052,4/5/20,Faroe Islands,0,0,2,181
2053,4/6/20,Faroe Islands,0,0,0,181
2054,4/7/20,Faroe Islands,0,0,0,181
2055,3/20/20,Fiji,0,0,1,1
2056,3/21/20,Fiji,0,0,0,1
2057,3/22/20,Fiji,0,0,1,2
2058,3/23/20,Fiji,0,0,0,2
2059,3/24/20,Fiji,0,0,1,3
2060,3/25/20,Fiji,0,0,1,4
2061,3/26/20,Fiji,0,0,1,5
2062,3/27/20,Fiji,0,0,0,5
2063,3/28/20,Fiji,0,0,0,5
2064,3/29/20,Fiji,0,0,0,5
2065,3/30/20,Fiji,0,0,0,5
2066,3/31/20,Fiji,0,0,0,5
2067,4/1/20,Fiji,0,0,0,5
2068,4/2/20,Fiji,0,0,0,5
2069,4/3/20,Fiji,0,0,2,7
2070,4/4/20,Fiji,0,0,0,7
2071,4/5/20,Fiji,0,0,5,12
2072,4/6/20,Fiji,0,0,0,12
2073,4/7/20,Fiji,0,0,2,14
2074,1/30/20,Finland,0,0,1,1
2075,1/31/20,Finland,0,0,0,1
2076,2/1/20,Finland,0,0,0,1
2077,2/2/20,Finland,0,0,0,1
2078,2/3/20,Finland,0,0,0,1
2079,2/4/20,Finland,0,0,0,1
2080,2/5/20,Finland,0,0,0,1
2081,2/6/20,Finland,0,0,0,1
2082,2/7/20,Finland,0,0,0,1
2083,2/8/20,Finland,0,0,0,1
2084,2/9/20,Finland,0,0,0,1
2085,2/10/20,Finland,0,0,0,1
2086,2/11/20,Finland,0,0,0,1
2087,2/12/20,Finland,0,0,0,1
2088,2/13/20,Finland,0,0,0,1
2089,2/14/20,Finland,0,0,0,1
2090,2/15/20,Finland,0,0,0,1
2091,2/16/20,Finland,0,0,0,1
2092,2/17/20,Finland,0,0,0,1
2093,2/18/20,Finland,0,0,0,1
2094,2/19/20,Finland,0,0,0,1
2095,2/20/20,Finland,0,0,0,1
2096,2/21/20,Finland,0,0,0,1
2097,2/22/20,Finland,0,0,0,1
2098,2/23/20,Finland,0,0,0,1
2099,2/24/20,Finland,0,0,0,1
2100,2/25/20,Finland,0,0,0,1
2101,2/26/20,Finland,0,0,0,1
2102,2/27/20,Finland,0,0,1,2
2103,2/28/20,Finland,0,0,0,2
2104,2/29/20,Finland,0,0,0,2
2105,3/1/20,Finland,0,0,0,2
2106,3/2/20,Finland,0,0,4,6
2107,3/3/20,Finland,0,0,1,7
2108,3/4/20,Finland,0,0,0,7
2109,3/5/20,Finland,0,0,0,7
2110,3/6/20,Finland,0,0,5,12
2111,3/7/20,Finland,0,0,7,19
2112,3/8/20,Finland,0,0,0,19
2113,3/9/20,Finland,0,0,11,30
2114,3/10/20,Finland,0,0,10,40
2115,3/11/20,Finland,0,0,0,40
2116,3/12/20,Finland,0,0,0,40
2117,3/13/20,Finland,0,0,115,155
2118,3/14/20,Finland,0,0,0,155
2119,3/15/20,Finland,0,0,55,210
2120,3/16/20,Finland,0,0,57,267
2121,3/17/20,Finland,0,0,5,272
2122,3/18/20,Finland,0,0,47,319
2123,3/19/20,Finland,0,0,40,359
2124,3/20/20,Finland,0,0,10,369
2125,3/21/20,Finland,0,0,81,450
2126,3/22/20,Finland,1,1,71,521
2127,3/23/20,Finland,0,1,105,626
2128,3/24/20,Finland,0,1,74,700
2129,3/25/20,Finland,0,1,92,792
2130,3/26/20,Finland,2,3,88,880
2131,3/27/20,Finland,1,4,78,958
2132,3/28/20,Finland,3,7,67,1025
2133,3/29/20,Finland,2,9,193,1218
2134,3/30/20,Finland,2,11,0,1218
2135,3/31/20,Finland,2,13,95,1313
2136,4/1/20,Finland,4,17,71,1384
2137,4/2/20,Finland,0,17,62,1446
2138,4/3/20,Finland,2,19,72,1518
2139,4/4/20,Finland,1,20,97,1615
2140,4/5/20,Finland,5,25,267,1882
2141,4/6/20,Finland,3,28,45,1927
2142,4/7/20,Finland,0,28,0,1927
2143,1/25/20,France,0,0,3,3
2144,1/26/20,France,0,0,0,3
2145,1/27/20,France,0,0,0,3
2146,1/28/20,France,0,0,0,3
2147,1/29/20,France,0,0,1,4
2148,1/30/20,France,0,0,0,4
2149,1/31/20,France,0,0,2,6
2150,2/1/20,France,0,0,0,6
2151,2/2/20,France,0,0,0,6
2152,2/3/20,France,0,0,0,6
2153,2/4/20,France,0,0,0,6
2154,2/5/20,France,0,0,0,6
2155,2/6/20,France,0,0,0,6
2156,2/7/20,France,0,0,0,6
2157,2/8/20,France,0,0,0,6
2158,2/9/20,France,0,0,5,11
2159,2/10/20,France,0,0,0,11
2160,2/11/20,France,0,0,0,11
2161,2/12/20,France,0,0,0,11
2162,2/13/20,France,0,0,0,11
2163,2/14/20,France,0,0,0,11
2164,2/15/20,France,0,0,0,11
2165,2/16/20,France,1,1,1,12
2166,2/17/20,France,0,1,0,12
2167,2/18/20,France,0,1,0,12
2168,2/19/20,France,0,1,0,12
2169,2/20/20,France,0,1,0,12
2170,2/21/20,France,0,1,0,12
2171,2/22/20,France,0,1,0,12
2172,2/23/20,France,0,1,0,12
2173,2/24/20,France,0,1,0,12
2174,2/25/20,France,0,1,0,12
2175,2/26/20,France,0,1,0,12
2176,2/27/20,France,1,2,6,18
2177,2/28/20,France,0,2,20,38
2178,2/29/20,France,0,2,19,57
2179,3/1/20,France,0,2,43,100
2180,3/2/20,France,0,2,0,100
2181,3/3/20,France,1,3,88,188
2182,3/4/20,France,1,4,21,209
2183,3/5/20,France,0,4,73,282
2184,3/6/20,France,2,6,138,420
2185,3/7/20,France,3,9,193,613
2186,3/8/20,France,1,10,93,706
2187,3/9/20,France,9,19,410,1116
2188,3/10/20,France,11,30,286,1402
2189,3/11/20,France,3,33,372,1774
2190,3/12/20,France,15,48,495,2269
2191,3/13/20,France,13,61,591,2860
2192,3/14/20,France,18,79,780,3640
2193,3/15/20,France,12,91,829,4469
2194,3/16/20,France,36,127,911,5380
2195,3/17/20,France,21,148,1193,6573
2196,3/18/20,France,27,175,1079,7652
2197,3/19/20,France,69,244,1391,9043
2198,3/20/20,France,128,372,1834,10877
2199,3/21/20,France,78,450,1598,12475
2200,3/22/20,France,112,562,1821,14296
2201,3/23/20,France,112,674,1525,15821
2202,3/24/20,France,186,860,3794,19615
2203,3/25/20,France,240,1100,2410,22025
2204,3/26/20,France,231,1331,2895,24920
2205,3/27/20,France,364,1695,3866,28786
2206,3/28/20,France,297,1992,3756,32542
2207,3/29/20,France,319,2311,4603,37145
2208,3/30/20,France,291,2602,2497,39642
2209,3/31/20,France,415,3017,4335,43977
2210,4/1/20,France,497,3514,7500,51477
2211,4/2/20,France,505,4019,4784,56261
2212,4/3/20,France,471,4490,2066,58327
2213,4/4/20,France,2003,6493,5209,63536
2214,4/5/20,France,1053,7546,4221,67757
2215,4/6/20,France,518,8064,1850,69607
2216,4/7/20,France,0,8064,0,69607
2217,3/8/20,French Guiana,0,0,5,5
2218,3/9/20,French Guiana,0,0,0,5
2219,3/10/20,French Guiana,0,0,0,5
2220,3/11/20,French Guiana,0,0,0,5
2221,3/12/20,French Guiana,0,0,0,5
2222,3/13/20,French Guiana,0,0,1,6
2223,3/14/20,French Guiana,0,0,1,7
2224,3/15/20,French Guiana,0,0,0,7
2225,3/16/20,French Guiana,0,0,0,7
2226,3/17/20,French Guiana,0,0,0,7
2227,3/18/20,French Guiana,0,0,4,11
2228,3/19/20,French Guiana,0,0,4,15
2229,3/20/20,French Guiana,0,0,0,15
2230,3/21/20,French Guiana,0,0,0,15
2231,3/22/20,French Guiana,0,0,0,15
2232,3/23/20,French Guiana,0,0,3,18
2233,3/24/20,French Guiana,0,0,2,20
2234,3/25/20,French Guiana,0,0,3,23
2235,3/26/20,French Guiana,0,0,5,28
2236,3/27/20,French Guiana,0,0,0,28
2237,3/28/20,French Guiana,0,0,3,31
2238,3/29/20,French Guiana,0,0,0,31
2239,3/30/20,French Guiana,0,0,0,31
2240,3/31/20,French Guiana,0,0,12,43
2241,4/1/20,French Guiana,0,0,3,46
2242,4/2/20,French Guiana,0,0,5,51
2243,4/3/20,French Guiana,0,0,4,55
2244,4/4/20,French Guiana,0,0,2,57
2245,4/5/20,French Guiana,0,0,5,62
2246,4/6/20,French Guiana,0,0,4,66
2247,4/7/20,French Guiana,0,0,0,66
2248,3/12/20,French Polynesia,0,0,1,1
2249,3/13/20,French Polynesia,0,0,0,1
2250,3/14/20,French Polynesia,0,0,0,1
2251,3/15/20,French Polynesia,0,0,2,3
2252,3/16/20,French Polynesia,0,0,0,3
