id,day,countryname,deaths,cumulativedeaths,confirmed,cumulativeconfirmed,forecastid,Day_num,Day2,Month,Year
4173.0,2020-04-05,141,0.0,0.0,0.0,14.0,-1.0,87,5,4,2020
4174.0,2020-04-06,141,0.0,0.0,0.0,14.0,-1.0,88,6,4,2020
4175.0,2020-04-07,141,0.0,0.0,1.0,15.0,-1.0,89,7,4,2020
4176.0,2020-03-18,142,0.0,0.0,2.0,2.0,-1.0,69,18,3,2020
4177.0,2020-03-19,142,0.0,0.0,0.0,2.0,-1.0,70,19,3,2020
4178.0,2020-03-20,142,0.0,0.0,8.0,10.0,-1.0,71,20,3,2020
4179.0,2020-03-21,142,0.0,0.0,4.0,14.0,-1.0,72,21,3,2020
4180.0,2020-03-22,142,0.0,0.0,0.0,14.0,-1.0,73,22,3,2020
4181.0,2020-03-23,142,0.0,0.0,7.0,21.0,-1.0,74,23,3,2020
4182.0,2020-03-24,142,0.0,0.0,1.0,22.0,-1.0,75,24,3,2020
4183.0,2020-03-25,142,0.0,0.0,7.0,29.0,-1.0,76,25,3,2020
4184.0,2020-03-26,142,1.0,1.0,23.0,52.0,-1.0,77,26,3,2020
4185.0,2020-03-27,142,0.0,1.0,15.0,67.0,-1.0,78,27,3,2020
4186.0,2020-03-28,142,0.0,1.0,3.0,70.0,-1.0,79,28,3,2020
4187.0,2020-03-29,142,0.0,1.0,12.0,82.0,-1.0,80,29,3,2020
4188.0,2020-03-30,142,0.0,1.0,3.0,85.0,-1.0,81,30,3,2020
4189.0,2020-03-31,142,0.0,1.0,6.0,91.0,-1.0,82,31,3,2020
4190.0,2020-04-01,142,1.0,2.0,14.0,105.0,-1.0,83,1,4,2020
4191.0,2020-04-02,142,0.0,2.0,15.0,120.0,-1.0,84,2,4,2020
4192.0,2020-04-03,142,0.0,2.0,20.0,140.0,-1.0,85,3,4,2020
4193.0,2020-04-04,142,0.0,2.0,20.0,160.0,-1.0,86,4,4,2020
4194.0,2020-04-05,142,0.0,2.0,37.0,197.0,-1.0,87,5,4,2020
4195.0,2020-04-06,142,0.0,2.0,6.0,203.0,-1.0,88,6,4,2020
4196.0,2020-04-07,142,0.0,2.0,0.0,203.0,-1.0,89,7,4,2020
4197.0,2020-03-18,143,0.0,0.0,1.0,1.0,-1.0,69,18,3,2020
4198.0,2020-03-19,143,0.0,0.0,0.0,1.0,-1.0,70,19,3,2020
4199.0,2020-03-20,143,0.0,0.0,0.0,1.0,-1.0,71,20,3,2020
4200.0,2020-03-21,143,0.0,0.0,0.0,1.0,-1.0,72,21,3,2020
4201.0,2020-03-22,143,0.0,0.0,0.0,1.0,-1.0,73,22,3,2020
4202.0,2020-03-23,143,0.0,0.0,0.0,1.0,-1.0,74,23,3,2020
4203.0,2020-03-24,143,0.0,0.0,0.0,1.0,-1.0,75,24,3,2020
4204.0,2020-03-25,143,0.0,0.0,0.0,1.0,-1.0,76,25,3,2020
4205.0,2020-03-26,143,0.0,0.0,1.0,2.0,-1.0,77,26,3,2020
4206.0,2020-03-27,143,0.0,0.0,0.0,2.0,-1.0,78,27,3,2020
4207.0,2020-03-28,143,0.0,0.0,3.0,5.0,-1.0,79,28,3,2020
4208.0,2020-03-29,143,0.0,0.0,0.0,5.0,-1.0,80,29,3,2020
4209.0,2020-03-30,143,0.0,0.0,0.0,5.0,-1.0,81,30,3,2020
4210.0,2020-03-31,143,0.0,0.0,0.0,5.0,-1.0,82,31,3,2020
4211.0,2020-04-01,143,0.0,0.0,0.0,5.0,-1.0,83,1,4,2020
4212.0,2020-04-02,143,0.0,0.0,0.0,5.0,-1.0,84,2,4,2020
4213.0,2020-04-03,143,0.0,0.0,0.0,5.0,-1.0,85,3,4,2020
4214.0,2020-04-04,143,0.0,0.0,0.0,5.0,-1.0,86,4,4,2020
4215.0,2020-04-05,143,0.0,0.0,1.0,6.0,-1.0,87,5,4,2020
4216.0,2020-04-06,143,0.0,0.0,0.0,6.0,-1.0,88,6,4,2020
4217.0,2020-04-07,143,0.0,0.0,0.0,6.0,-1.0,89,7,4,2020
4218.0,2020-03-03,144,0.0,0.0,1.0,1.0,-1.0,54,3,3,2020
4219.0,2020-03-04,144,0.0,0.0,0.0,1.0,-1.0,55,4,3,2020
4220.0,2020-03-05,144,0.0,0.0,1.0,2.0,-1.0,56,5,3,2020
4221.0,2020-03-06,144,0.0,0.0,0.0,2.0,-1.0,57,6,3,2020
4222.0,2020-03-07,144,0.0,0.0,0.0,2.0,-1.0,58,7,3,2020
4223.0,2020-03-08,144,0.0,0.0,0.0,2.0,-1.0,59,8,3,2020
4224.0,2020-03-09,144,0.0,0.0,0.0,2.0,-1.0,60,9,3,2020
4225.0,2020-03-10,144,0.0,0.0,0.0,2.0,-1.0,61,10,3,2020
4226.0,2020-03-11,144,1.0,1.0,1.0,3.0,-1.0,62,11,3,2020
4227.0,2020-03-12,144,0.0,1.0,2.0,5.0,-1.0,63,12,3,2020
4228.0,2020-03-13,144,0.0,1.0,1.0,6.0,-1.0,64,13,3,2020
4229.0,2020-03-14,144,0.0,1.0,1.0,7.0,-1.0,65,14,3,2020
4230.0,2020-03-15,144,0.0,1.0,11.0,18.0,-1.0,66,15,3,2020
4231.0,2020-03-16,144,0.0,1.0,10.0,28.0,-1.0,67,16,3,2020
4232.0,2020-03-17,144,0.0,1.0,1.0,29.0,-1.0,68,17,3,2020
4233.0,2020-03-18,144,1.0,2.0,20.0,49.0,-1.0,69,18,3,2020
4234.0,2020-03-19,144,0.0,2.0,9.0,58.0,-1.0,70,19,3,2020
4235.0,2020-03-20,144,0.0,2.0,3.0,61.0,-1.0,71,20,3,2020
4236.0,2020-03-21,144,1.0,3.0,13.0,74.0,-1.0,72,21,3,2020
4237.0,2020-03-22,144,0.0,3.0,12.0,86.0,-1.0,73,22,3,2020
4238.0,2020-03-23,144,1.0,4.0,29.0,115.0,-1.0,74,23,3,2020
4239.0,2020-03-24,144,0.0,4.0,28.0,143.0,-1.0,75,24,3,2020
4240.0,2020-03-25,144,1.0,5.0,27.0,170.0,-1.0,76,25,3,2020
4241.0,2020-03-26,144,1.0,6.0,55.0,225.0,-1.0,77,26,3,2020
4242.0,2020-03-27,144,4.0,10.0,50.0,275.0,-1.0,78,27,3,2020
4243.0,2020-03-28,144,13.0,23.0,83.0,358.0,-1.0,79,28,3,2020
4244.0,2020-03-29,144,3.0,26.0,79.0,437.0,-1.0,80,29,3,2020
4245.0,2020-03-30,144,1.0,27.0,79.0,516.0,-1.0,81,30,3,2020
4246.0,2020-03-31,144,6.0,33.0,58.0,574.0,-1.0,82,31,3,2020
4247.0,2020-04-01,144,3.0,36.0,64.0,638.0,-1.0,83,1,4,2020
4248.0,2020-04-02,144,3.0,39.0,38.0,676.0,-1.0,84,2,4,2020
4249.0,2020-04-03,144,8.0,47.0,59.0,735.0,-1.0,85,3,4,2020
4250.0,2020-04-04,144,3.0,50.0,109.0,844.0,-1.0,86,4,4,2020
4251.0,2020-04-05,144,16.0,66.0,116.0,960.0,-1.0,87,5,4,2020
4252.0,2020-04-06,144,5.0,71.0,153.0,1113.0,-1.0,88,6,4,2020
4253.0,2020-04-07,144,0.0,71.0,0.0,1113.0,-1.0,89,7,4,2020
4254.0,2020-03-23,145,0.0,0.0,1.0,1.0,-1.0,74,23,3,2020
4255.0,2020-03-24,145,0.0,0.0,0.0,1.0,-1.0,75,24,3,2020
4256.0,2020-03-25,145,0.0,0.0,2.0,3.0,-1.0,76,25,3,2020
4257.0,2020-03-26,145,0.0,0.0,2.0,5.0,-1.0,77,26,3,2020
4258.0,2020-03-27,145,0.0,0.0,0.0,5.0,-1.0,78,27,3,2020
4259.0,2020-03-28,145,0.0,0.0,2.0,7.0,-1.0,79,28,3,2020
4260.0,2020-03-29,145,0.0,0.0,1.0,8.0,-1.0,80,29,3,2020
4261.0,2020-03-30,145,0.0,0.0,0.0,8.0,-1.0,81,30,3,2020
4262.0,2020-03-31,145,0.0,0.0,0.0,8.0,-1.0,82,31,3,2020
4263.0,2020-04-01,145,0.0,0.0,0.0,8.0,-1.0,83,1,4,2020
4264.0,2020-04-02,145,0.0,0.0,2.0,10.0,-1.0,84,2,4,2020
4265.0,2020-04-03,145,0.0,0.0,0.0,10.0,-1.0,85,3,4,2020
4266.0,2020-04-04,145,0.0,0.0,0.0,10.0,-1.0,86,4,4,2020
4267.0,2020-04-05,145,0.0,0.0,0.0,10.0,-1.0,87,5,4,2020
4268.0,2020-04-06,145,0.0,0.0,0.0,10.0,-1.0,88,6,4,2020
4269.0,2020-04-07,145,0.0,0.0,0.0,10.0,-1.0,89,7,4,2020
4270.0,2020-03-24,146,0.0,0.0,2.0,2.0,-1.0,75,24,3,2020
4271.0,2020-03-25,146,0.0,0.0,1.0,3.0,-1.0,76,25,3,2020
4272.0,2020-03-26,146,0.0,0.0,0.0,3.0,-1.0,77,26,3,2020
4273.0,2020-03-27,146,0.0,0.0,2.0,5.0,-1.0,78,27,3,2020
4274.0,2020-03-28,146,0.0,0.0,0.0,5.0,-1.0,79,28,3,2020
4275.0,2020-03-29,146,0.0,0.0,3.0,8.0,-1.0,80,29,3,2020
4276.0,2020-03-30,146,0.0,0.0,0.0,8.0,-1.0,81,30,3,2020
4277.0,2020-03-31,146,0.0,0.0,2.0,10.0,-1.0,82,31,3,2020
4278.0,2020-04-01,146,1.0,1.0,5.0,15.0,-1.0,83,1,4,2020
4279.0,2020-04-02,146,0.0,1.0,0.0,15.0,-1.0,84,2,4,2020
4280.0,2020-04-03,146,0.0,1.0,1.0,16.0,-1.0,85,3,4,2020
4281.0,2020-04-04,146,0.0,1.0,4.0,20.0,-1.0,86,4,4,2020
4282.0,2020-04-05,146,0.0,1.0,0.0,20.0,-1.0,87,5,4,2020
4283.0,2020-04-06,146,0.0,1.0,1.0,21.0,-1.0,88,6,4,2020
4284.0,2020-04-07,146,0.0,1.0,0.0,21.0,-1.0,89,7,4,2020
4285.0,2020-03-15,147,0.0,0.0,2.0,2.0,-1.0,66,15,3,2020
4286.0,2020-03-16,147,0.0,0.0,0.0,2.0,-1.0,67,16,3,2020
4287.0,2020-03-17,147,0.0,0.0,0.0,2.0,-1.0,68,17,3,2020
4288.0,2020-03-18,147,0.0,0.0,0.0,2.0,-1.0,69,18,3,2020
4289.0,2020-03-19,147,0.0,0.0,0.0,2.0,-1.0,70,19,3,2020
4290.0,2020-03-20,147,0.0,0.0,1.0,3.0,-1.0,71,20,3,2020
4291.0,2020-03-21,147,0.0,0.0,0.0,3.0,-1.0,72,21,3,2020
4292.0,2020-03-22,147,0.0,0.0,0.0,3.0,-1.0,73,22,3,2020
4293.0,2020-03-23,147,0.0,0.0,0.0,3.0,-1.0,74,23,3,2020
4294.0,2020-03-24,147,0.0,0.0,0.0,3.0,-1.0,75,24,3,2020
4295.0,2020-03-25,147,0.0,0.0,1.0,4.0,-1.0,76,25,3,2020
4296.0,2020-03-26,147,0.0,0.0,1.0,5.0,-1.0,77,26,3,2020
4297.0,2020-03-27,147,0.0,0.0,3.0,8.0,-1.0,78,27,3,2020
4298.0,2020-03-28,147,0.0,0.0,0.0,8.0,-1.0,79,28,3,2020
4299.0,2020-03-29,147,0.0,0.0,0.0,8.0,-1.0,80,29,3,2020
4300.0,2020-03-30,147,0.0,0.0,3.0,11.0,-1.0,81,30,3,2020
4301.0,2020-03-31,147,0.0,0.0,0.0,11.0,-1.0,82,31,3,2020
4302.0,2020-04-01,147,0.0,0.0,0.0,11.0,-1.0,83,1,4,2020
4303.0,2020-04-02,147,0.0,0.0,0.0,11.0,-1.0,84,2,4,2020
4304.0,2020-04-03,147,0.0,0.0,2.0,13.0,-1.0,85,3,4,2020
4305.0,2020-04-04,147,0.0,0.0,0.0,13.0,-1.0,86,4,4,2020
4306.0,2020-04-05,147,0.0,0.0,1.0,14.0,-1.0,87,5,4,2020
4307.0,2020-04-06,147,0.0,0.0,2.0,16.0,-1.0,88,6,4,2020
4308.0,2020-04-07,147,0.0,0.0,0.0,16.0,-1.0,89,7,4,2020
4309.0,2020-01-24,148,0.0,0.0,1.0,1.0,-1.0,15,24,1,2020
4310.0,2020-01-25,148,0.0,0.0,0.0,1.0,-1.0,16,25,1,2020
4311.0,2020-01-26,148,0.0,0.0,0.0,1.0,-1.0,17,26,1,2020
4312.0,2020-01-27,148,0.0,0.0,0.0,1.0,-1.0,18,27,1,2020
4313.0,2020-01-28,148,0.0,0.0,0.0,1.0,-1.0,19,28,1,2020
4314.0,2020-01-29,148,0.0,0.0,0.0,1.0,-1.0,20,29,1,2020
4315.0,2020-01-30,148,0.0,0.0,0.0,1.0,-1.0,21,30,1,2020
4316.0,2020-01-31,148,0.0,0.0,0.0,1.0,-1.0,22,31,1,2020
4317.0,2020-02-01,148,0.0,0.0,0.0,1.0,-1.0,23,1,2,2020
4318.0,2020-02-02,148,0.0,0.0,0.0,1.0,-1.0,24,2,2,2020
4319.0,2020-02-03,148,0.0,0.0,0.0,1.0,-1.0,25,3,2,2020
4320.0,2020-02-04,148,0.0,0.0,0.0,1.0,-1.0,26,4,2,2020
4321.0,2020-02-05,148,0.0,0.0,0.0,1.0,-1.0,27,5,2,2020
4322.0,2020-02-06,148,0.0,0.0,0.0,1.0,-1.0,28,6,2,2020
4323.0,2020-02-07,148,0.0,0.0,0.0,1.0,-1.0,29,7,2,2020
4324.0,2020-02-08,148,0.0,0.0,0.0,1.0,-1.0,30,8,2,2020
4325.0,2020-02-09,148,0.0,0.0,0.0,1.0,-1.0,31,9,2,2020
4326.0,2020-02-10,148,0.0,0.0,0.0,1.0,-1.0,32,10,2,2020
4327.0,2020-02-11,148,0.0,0.0,0.0,1.0,-1.0,33,11,2,2020
4328.0,2020-02-12,148,0.0,0.0,0.0,1.0,-1.0,34,12,2,2020
4329.0,2020-02-13,148,0.0,0.0,0.0,1.0,-1.0,35,13,2,2020
4330.0,2020-02-14,148,0.0,0.0,0.0,1.0,-1.0,36,14,2,2020
4331.0,2020-02-15,148,0.0,0.0,0.0,1.0,-1.0,37,15,2,2020
4332.0,2020-02-16,148,0.0,0.0,0.0,1.0,-1.0,38,16,2,2020
4333.0,2020-02-17,148,0.0,0.0,0.0,1.0,-1.0,39,17,2,2020
4334.0,2020-02-18,148,0.0,0.0,0.0,1.0,-1.0,40,18,2,2020
4335.0,2020-02-19,148,0.0,0.0,0.0,1.0,-1.0,41,19,2,2020
4336.0,2020-02-20,148,0.0,0.0,0.0,1.0,-1.0,42,20,2,2020
4337.0,2020-02-21,148,0.0,0.0,0.0,1.0,-1.0,43,21,2,2020
4338.0,2020-02-22,148,0.0,0.0,0.0,1.0,-1.0,44,22,2,2020
4339.0,2020-02-23,148,0.0,0.0,0.0,1.0,-1.0,45,23,2,2020
4340.0,2020-02-24,148,0.0,0.0,0.0,1.0,-1.0,46,24,2,2020
4341.0,2020-02-25,148,0.0,0.0,0.0,1.0,-1.0,47,25,2,2020
4342.0,2020-02-26,148,0.0,0.0,0.0,1.0,-1.0,48,26,2,2020
4343.0,2020-02-27,148,0.0,0.0,0.0,1.0,-1.0,49,27,2,2020
4344.0,2020-02-28,148,0.0,0.0,0.0,1.0,-1.0,50,28,2,2020
4345.0,2020-02-29,148,0.0,0.0,0.0,1.0,-1.0,51,29,2,2020
4346.0,2020-03-01,148,0.0,0.0,0.0,1.0,-1.0,52,1,3,2020
4347.0,2020-03-02,148,0.0,0.0,0.0,1.0,-1.0,53,2,3,2020
4348.0,2020-03-03,148,0.0,0.0,0.0,1.0,-1.0,54,3,3,2020
4349.0,2020-03-04,148,0.0,0.0,0.0,1.0,-1.0,55,4,3,2020
4350.0,2020-03-05,148,0.0,0.0,0.0,1.0,-1.0,56,5,3,2020
4351.0,2020-03-06,148,0.0,0.0,0.0,1.0,-1.0,57,6,3,2020
4352.0,2020-03-07,148,0.0,0.0,0.0,1.0,-1.0,58,7,3,2020
4353.0,2020-03-08,148,0.0,0.0,0.0,1.0,-1.0,59,8,3,2020
4354.0,2020-03-09,148,0.0,0.0,0.0,1.0,-1.0,60,9,3,2020
4355.0,2020-03-10,148,0.0,0.0,0.0,1.0,-1.0,61,10,3,2020
4356.0,2020-03-11,148,0.0,0.0,0.0,1.0,-1.0,62,11,3,2020
4357.0,2020-03-12,148,0.0,0.0,0.0,1.0,-1.0,63,12,3,2020
4358.0,2020-03-13,148,0.0,0.0,0.0,1.0,-1.0,64,13,3,2020
4359.0,2020-03-14,148,0.0,0.0,0.0,1.0,-1.0,65,14,3,2020
4360.0,2020-03-15,148,0.0,0.0,0.0,1.0,-1.0,66,15,3,2020
4361.0,2020-03-16,148,0.0,0.0,0.0,1.0,-1.0,67,16,3,2020
4362.0,2020-03-17,148,0.0,0.0,0.0,1.0,-1.0,68,17,3,2020
4363.0,2020-03-18,148,0.0,0.0,0.0,1.0,-1.0,69,18,3,2020
4364.0,2020-03-19,148,0.0,0.0,0.0,1.0,-1.0,70,19,3,2020
4365.0,2020-03-20,148,0.0,0.0,0.0,1.0,-1.0,71,20,3,2020
4366.0,2020-03-21,148,0.0,0.0,0.0,1.0,-1.0,72,21,3,2020
4367.0,2020-03-22,148,0.0,0.0,0.0,1.0,-1.0,73,22,3,2020
4368.0,2020-03-23,148,0.0,0.0,0.0,1.0,-1.0,74,23,3,2020
4369.0,2020-03-24,148,0.0,0.0,1.0,2.0,-1.0,75,24,3,2020
4370.0,2020-03-25,148,0.0,0.0,0.0,2.0,-1.0,76,25,3,2020
4371.0,2020-03-26,148,0.0,0.0,1.0,3.0,-1.0,77,26,3,2020
4372.0,2020-03-27,148,0.0,0.0,0.0,3.0,-1.0,78,27,3,2020
4373.0,2020-03-28,148,0.0,0.0,0.0,3.0,-1.0,79,28,3,2020
4374.0,2020-03-29,148,0.0,0.0,2.0,5.0,-1.0,80,29,3,2020
4375.0,2020-03-30,148,0.0,0.0,0.0,5.0,-1.0,81,30,3,2020
4376.0,2020-03-31,148,0.0,0.0,0.0,5.0,-1.0,82,31,3,2020
4377.0,2020-04-01,148,0.0,0.0,0.0,5.0,-1.0,83,1,4,2020
4378.0,2020-04-02,148,0.0,0.0,0.0,5.0,-1.0,84,2,4,2020
4379.0,2020-04-03,148,0.0,0.0,1.0,6.0,-1.0,85,3,4,2020
4380.0,2020-04-04,148,0.0,0.0,0.0,6.0,-1.0,86,4,4,2020
4381.0,2020-04-05,148,0.0,0.0,3.0,9.0,-1.0,87,5,4,2020
4382.0,2020-04-06,148,0.0,0.0,0.0,9.0,-1.0,88,6,4,2020
4383.0,2020-04-07,148,0.0,0.0,0.0,9.0,-1.0,89,7,4,2020
4384.0,2020-02-28,149,0.0,0.0,1.0,1.0,-1.0,50,28,2,2020
4385.0,2020-02-29,149,0.0,0.0,1.0,2.0,-1.0,51,29,2,2020
4386.0,2020-03-01,149,0.0,0.0,5.0,7.0,-1.0,52,1,3,2020
4387.0,2020-03-02,149,0.0,0.0,6.0,13.0,-1.0,53,2,3,2020
4388.0,2020-03-03,149,0.0,0.0,5.0,18.0,-1.0,54,3,3,2020
4389.0,2020-03-04,149,0.0,0.0,10.0,28.0,-1.0,55,4,3,2020
4390.0,2020-03-05,149,0.0,0.0,10.0,38.0,-1.0,56,5,3,2020
4391.0,2020-03-06,149,0.0,0.0,44.0,82.0,-1.0,57,6,3,2020
4392.0,2020-03-07,149,1.0,1.0,46.0,128.0,-1.0,58,7,3,2020
4393.0,2020-03-08,149,0.0,1.0,60.0,188.0,-1.0,59,8,3,2020
4394.0,2020-03-09,149,2.0,3.0,77.0,265.0,-1.0,60,9,3,2020
4395.0,2020-03-10,149,0.0,3.0,56.0,321.0,-1.0,61,10,3,2020
4396.0,2020-03-11,149,1.0,4.0,61.0,382.0,-1.0,62,11,3,2020
4397.0,2020-03-12,149,1.0,5.0,121.0,503.0,-1.0,63,12,3,2020
4398.0,2020-03-13,149,0.0,5.0,111.0,614.0,-1.0,64,13,3,2020
4399.0,2020-03-14,149,5.0,10.0,190.0,804.0,-1.0,65,14,3,2020
4400.0,2020-03-15,149,2.0,12.0,155.0,959.0,-1.0,66,15,3,2020
4401.0,2020-03-16,149,8.0,20.0,176.0,1135.0,-1.0,67,16,3,2020
4402.0,2020-03-17,149,4.0,24.0,278.0,1413.0,-1.0,68,17,3,2020
4403.0,2020-03-18,149,34.0,58.0,638.0,2051.0,-1.0,69,18,3,2020
4404.0,2020-03-19,149,0.0,58.0,0.0,2051.0,-1.0,70,19,3,2020
4405.0,2020-03-20,149,18.0,76.0,409.0,2460.0,-1.0,71,20,3,2020
4406.0,2020-03-21,149,30.0,106.0,534.0,2994.0,-1.0,72,21,3,2020
4407.0,2020-03-22,149,30.0,136.0,637.0,3631.0,-1.0,73,22,3,2020
4408.0,2020-03-23,149,43.0,179.0,573.0,4204.0,-1.0,74,23,3,2020
4409.0,2020-03-24,149,34.0,213.0,545.0,4749.0,-1.0,75,24,3,2020
4410.0,2020-03-25,149,63.0,276.0,811.0,5560.0,-1.0,76,25,3,2020
4411.0,2020-03-26,149,80.0,356.0,852.0,6412.0,-1.0,77,26,3,2020
4412.0,2020-03-27,149,78.0,434.0,1019.0,7431.0,-1.0,78,27,3,2020
4413.0,2020-03-28,149,112.0,546.0,1172.0,8603.0,-1.0,79,28,3,2020
4414.0,2020-03-29,149,93.0,639.0,1159.0,9762.0,-1.0,80,29,3,2020
4415.0,2020-03-30,149,132.0,771.0,1104.0,10866.0,-1.0,81,30,3,2020
4416.0,2020-03-31,149,93.0,864.0,884.0,11750.0,-1.0,82,31,3,2020
4417.0,2020-04-01,149,175.0,1039.0,845.0,12595.0,-1.0,83,1,4,2020
4418.0,2020-04-02,149,134.0,1173.0,1019.0,13614.0,-1.0,84,2,4,2020
4419.0,2020-04-03,149,166.0,1339.0,1083.0,14697.0,-1.0,85,3,4,2020
4420.0,2020-04-04,149,148.0,1487.0,1026.0,15723.0,-1.0,86,4,4,2020
4421.0,2020-04-05,149,164.0,1651.0,904.0,16627.0,-1.0,87,5,4,2020
4422.0,2020-04-06,149,115.0,1766.0,1224.0,17851.0,-1.0,88,6,4,2020
4423.0,2020-04-07,149,0.0,1766.0,0.0,17851.0,-1.0,89,7,4,2020
4424.0,2020-03-19,150,0.0,0.0,2.0,2.0,-1.0,70,19,3,2020
4425.0,2020-03-20,150,0.0,0.0,0.0,2.0,-1.0,71,20,3,2020
4426.0,2020-03-21,150,0.0,0.0,0.0,2.0,-1.0,72,21,3,2020
4427.0,2020-03-22,150,0.0,0.0,2.0,4.0,-1.0,73,22,3,2020
4428.0,2020-03-23,150,0.0,0.0,1.0,5.0,-1.0,74,23,3,2020
4429.0,2020-03-24,150,0.0,0.0,3.0,8.0,-1.0,75,24,3,2020
4430.0,2020-03-25,150,0.0,0.0,2.0,10.0,-1.0,76,25,3,2020
4431.0,2020-03-26,150,0.0,0.0,4.0,14.0,-1.0,77,26,3,2020
4432.0,2020-03-27,150,0.0,0.0,0.0,14.0,-1.0,78,27,3,2020
4433.0,2020-03-28,150,0.0,0.0,1.0,15.0,-1.0,79,28,3,2020
4434.0,2020-03-29,150,0.0,0.0,0.0,15.0,-1.0,80,29,3,2020
4435.0,2020-03-30,150,0.0,0.0,0.0,15.0,-1.0,81,30,3,2020
4436.0,2020-03-31,150,0.0,0.0,0.0,15.0,-1.0,82,31,3,2020
4437.0,2020-04-01,150,0.0,0.0,1.0,16.0,-1.0,83,1,4,2020
4438.0,2020-04-02,150,0.0,0.0,1.0,17.0,-1.0,84,2,4,2020
4439.0,2020-04-03,150,0.0,0.0,1.0,18.0,-1.0,85,3,4,2020
4440.0,2020-04-04,150,0.0,0.0,0.0,18.0,-1.0,86,4,4,2020
4441.0,2020-04-05,150,0.0,0.0,0.0,18.0,-1.0,87,5,4,2020
4442.0,2020-04-06,150,0.0,0.0,0.0,18.0,-1.0,88,6,4,2020
4443.0,2020-04-07,150,0.0,0.0,0.0,18.0,-1.0,89,7,4,2020
4444.0,2020-02-28,151,0.0,0.0,1.0,1.0,-1.0,50,28,2,2020
4445.0,2020-02-29,151,0.0,0.0,0.0,1.0,-1.0,51,29,2,2020
4446.0,2020-03-01,151,0.0,0.0,0.0,1.0,-1.0,52,1,3,2020
4447.0,2020-03-02,151,0.0,0.0,0.0,1.0,-1.0,53,2,3,2020
4448.0,2020-03-03,151,0.0,0.0,1.0,2.0,-1.0,54,3,3,2020
4449.0,2020-03-04,151,0.0,0.0,0.0,2.0,-1.0,55,4,3,2020
4450.0,2020-03-05,151,0.0,0.0,0.0,2.0,-1.0,56,5,3,2020
4451.0,2020-03-06,151,0.0,0.0,2.0,4.0,-1.0,57,6,3,2020
4452.0,2020-03-07,151,0.0,0.0,1.0,5.0,-1.0,58,7,3,2020
4453.0,2020-03-08,151,0.0,0.0,0.0,5.0,-1.0,59,8,3,2020
4454.0,2020-03-09,151,0.0,0.0,0.0,5.0,-1.0,60,9,3,2020
4455.0,2020-03-10,151,0.0,0.0,0.0,5.0,-1.0,61,10,3,2020
4456.0,2020-03-11,151,0.0,0.0,0.0,5.0,-1.0,62,11,3,2020
4457.0,2020-03-12,151,0.0,0.0,0.0,5.0,-1.0,63,12,3,2020
4458.0,2020-03-13,151,0.0,0.0,0.0,5.0,-1.0,64,13,3,2020
4459.0,2020-03-14,151,0.0,0.0,1.0,6.0,-1.0,65,14,3,2020
4460.0,2020-03-15,151,0.0,0.0,0.0,6.0,-1.0,66,15,3,2020
4461.0,2020-03-16,151,0.0,0.0,0.0,6.0,-1.0,67,16,3,2020
4462.0,2020-03-17,151,0.0,0.0,5.0,11.0,-1.0,68,17,3,2020
4463.0,2020-03-18,151,0.0,0.0,9.0,20.0,-1.0,69,18,3,2020
4464.0,2020-03-19,151,0.0,0.0,8.0,28.0,-1.0,70,19,3,2020
4465.0,2020-03-20,151,0.0,0.0,11.0,39.0,-1.0,71,20,3,2020
4466.0,2020-03-21,151,0.0,0.0,14.0,53.0,-1.0,72,21,3,2020
4467.0,2020-03-22,151,0.0,0.0,13.0,66.0,-1.0,73,22,3,2020
4468.0,2020-03-23,151,0.0,0.0,36.0,102.0,-1.0,74,23,3,2020
4469.0,2020-03-24,151,0.0,0.0,0.0,102.0,-1.0,75,24,3,2020
4470.0,2020-03-25,151,0.0,0.0,87.0,189.0,-1.0,76,25,3,2020
4471.0,2020-03-26,151,0.0,0.0,73.0,262.0,-1.0,77,26,3,2020
4472.0,2020-03-27,151,0.0,0.0,76.0,338.0,-1.0,78,27,3,2020
4473.0,2020-03-28,151,0.0,0.0,78.0,416.0,-1.0,79,28,3,2020
4474.0,2020-03-29,151,1.0,1.0,60.0,476.0,-1.0,80,29,3,2020
4475.0,2020-03-30,151,0.0,1.0,76.0,552.0,-1.0,81,30,3,2020
4476.0,2020-03-31,151,0.0,1.0,48.0,600.0,-1.0,82,31,3,2020
4477.0,2020-04-01,151,0.0,1.0,47.0,647.0,-1.0,83,1,4,2020
4478.0,2020-04-02,151,0.0,1.0,76.0,723.0,-1.0,84,2,4,2020
4479.0,2020-04-03,151,0.0,1.0,51.0,774.0,-1.0,85,3,4,2020
4480.0,2020-04-04,151,0.0,1.0,50.0,824.0,-1.0,86,4,4,2020
4481.0,2020-04-05,151,0.0,1.0,48.0,872.0,-1.0,87,5,4,2020
4482.0,2020-04-06,151,0.0,1.0,39.0,911.0,-1.0,88,6,4,2020
4483.0,2020-04-07,151,0.0,1.0,0.0,911.0,-1.0,89,7,4,2020
4484.0,2020-03-19,152,0.0,0.0,1.0,1.0,-1.0,70,19,3,2020
4485.0,2020-03-20,152,0.0,0.0,0.0,1.0,-1.0,71,20,3,2020
4486.0,2020-03-21,152,0.0,0.0,0.0,1.0,-1.0,72,21,3,2020
4487.0,2020-03-22,152,0.0,0.0,1.0,2.0,-1.0,73,22,3,2020
